tijdstip,conditie,brein,breinZaad,wereldZaad,pogingen,neuronenStart,neuronenEind,dichtheid,sens,work,refl,mem,neut,lr,lam,decay,wmax,stepMax,memLeak,prop,noise0,lrAnneal,traceOud,structOn,structEvery,pruneT,sprout,growOn,retypeOn,inputOnlySens,obstakels,maxSteps,worldEvery,toetsModus,succesPct,succes20,toetsPct,gemStappenBijSucces,botsingenPerPoging,rekentijdMs,verbindingen,actieveVerbindingen,gemAbsW,kortstePad,reflexbogen,lussen,meedoendeNeuronen,losgeraakt,gesnoeid,bijgegroeid,nieuweNeuronen,typeVeranderingen,toetsStreng,benchWerelden,benchHerhalingen,benchBeleid,benchBeleidCI,benchStreng,benchStrengCI,benchStappen,gradExact,terugkoppeling,kbLeerStap,kbInfStap,pogingenTot80,stappenTot80,kbTot80,perturbGain,criticus,criticusLr,criticusGamma,perturbFrac,beleidsvorm,goalHide,goalBlink,memHorizon,memCos,memCosBlind
2026-09-10T18:28:07.184Z,s8-geen-snoeien,brein-01,1007,1,500,60,112,35,11,86,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.712,0.95,0.7,140.384831,62.21,7020,3891,1764,0.094609,2,3,11,111,1,0,300,52,55,0.5,500,3,0.704,0.035862,0.512,0.043858,125.264205,0,0,13023.969414,3770.902078,46,10657,138796442,1,0,,,1,bernoulli,,,,,
2026-09-10T18:28:18.784Z,s8-geen-snoeien,brein-01,1008,1,500,60,112,35,13,78,9,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.704,0.9,0.7,143.667614,67.124,7267,3941,1556,0.090258,2,8,11,106,6,0,300,52,50,0.3,500,3,0.696,0.036109,0.492,0.043865,143.23659,0,0,13212.568523,3812.662858,70,14577,192599611,1,0,,,1,bernoulli,,,,,
2026-09-10T18:28:32.185Z,s8-geen-snoeien,brein-01,1009,1,500,60,114,35,10,86,6,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.596,0.75,0.6,158.201342,63.012,8280,3918,1429,0.090067,2,6,11,111,3,0,300,54,57,0.45,500,3,0.548,0.038815,0.376,0.0425,172.96837,0,0,12977.348869,3782.17111,72,16211,210375803,1,0,,,1,bernoulli,,,,,
2026-09-10T18:28:44.045Z,s8-geen-snoeien,brein-01,1010,1,500,60,110,35,7,81,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.636,0.8,0.7,157.694969,64.826,7507,3839,1135,0.090132,2,7,11,95,15,0,300,50,48,0.7,500,3,0.653333,0.037253,0.578,0.043334,158.982653,0,0,12633.751538,3696.44895,72,16640,210225626,1,0,,,1,bernoulli,,,,,
2026-09-10T18:28:55.762Z,s8-geen-snoeien,brein-01,1011,1,500,60,110,35,12,85,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.67,0.95,0.75,154.620896,67.264,7432,3892,1885,0.092245,2,3,11,108,2,0,300,50,54,0.55,500,3,0.665333,0.036295,0.538,0.043744,147.46493,0,0,12954.182929,3761.497624,69,15858,205427433,1,0,,,1,bernoulli,,,,,
2026-09-10T18:29:07.540Z,s8-geen-snoeien,brein-01,1012,1,500,60,112,35,4,87,9,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.68,0.8,0.6,152.794118,61.582,7411,3869,1596,0.090276,2,6,11,107,5,0,300,52,51,0.35,500,3,0.706,0.035773,0.398,0.042948,146.279509,0,0,12753.170121,3726.114019,72,16087,205160248,1,0,,,1,bernoulli,,,,,
2026-09-10T18:29:19.552Z,s8-geen-snoeien,brein-01,1013,1,500,60,110,35,11,83,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.648,0.8,0.7,152.799383,70.244,7735,3864,1645,0.089357,2,4,11,107,3,0,300,50,54,0.55,500,3,0.677333,0.035665,0.576,0.043361,151.857283,0,0,12899.027148,3725.249444,54,12892,166294258,1,0,,,1,bernoulli,,,,,
2026-09-10T18:29:31.929Z,s8-geen-snoeien,brein-01,1014,1,500,60,112,35,12,80,8,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.616,0.85,0.65,151.762987,69.178,7724,3860,1579,0.090995,2,7,11,108,4,0,300,52,51,0.35,500,3,0.68,0.03561,0.452,0.043668,159.444118,0,0,12646.382038,3708.659691,72,17192,217416600,1,0,,,1,bernoulli,,,,,
2026-09-10T18:29:44.391Z,s8-geen-snoeien,brein-01,1015,1,500,60,106,35,4,89,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0,6,1,1,0,7,320,4,beleid,0.586,0.85,0.8,168.389078,57.358,7892,3737,1569,0.089461,2,2,11,102,4,0,300,46,50,0.5,500,3,0.664667,0.036176,0.414,0.043217,176.406219,0,0,12467.338542,3612.782205,58,14758,183992982,1,0,,,1,bernoulli,,,,,
2026-09-10T18:29:54.168Z,s8-geen-sprout,brein-01,1000,1,500,60,114,35,12,89,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.694,1,0.8,157.991354,57.272,6317,2904,1484,0.114259,2,1,11,110,4,712,0,54,59,0.6,500,3,0.68,0.036651,0.56,0.043554,144.166667,0,0,10492.254531,2846.949385,64,15154,158999625,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:04.381Z,s8-geen-sprout,brein-01,1001,1,500,60,114,35,10,88,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.646,0.85,0.8,158.130031,55.32,6527,2965,1511,0.112545,2,2,11,110,4,667,0,54,58,0.5,500,3,0.662667,0.036668,0.49,0.043862,156.346076,0,0,10495.386906,2894.545018,71,15922,167107550,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:14.954Z,s8-geen-sprout,brein-01,1002,1,500,60,106,35,8,81,5,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.564,0.55,0.6,167.787234,54.212,6710,2795,1507,0.111742,2,3,11,102,4,696,0,46,48,0.55,500,3,0.550667,0.038745,0.442,0.043575,174.823245,0,0,10122.063378,2738.418764,196,46308,468732511,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:25.358Z,s8-geen-sprout,brein-01,1003,1,500,60,110,35,5,85,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.59,1,0.6,161.867797,60.43,6697,2833,1547,0.11017,2,10,11,109,1,751,0,50,56,0.7,500,3,0.595333,0.038715,0.498,0.04387,166.18701,0,0,10339.335304,2777.941206,58,13507,139653402,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:36.153Z,s8-geen-sprout,brein-01,1004,1,500,60,116,35,9,93,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.602,0.95,0.7,166.890365,57.786,6963,2913,1402,0.111386,2,2,11,115,1,718,0,56,56,0.45,500,3,0.658,0.036964,0.366,0.042266,162.657548,0,0,10426.262531,2850.388693,71,16728,174410520,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:47.076Z,s8-geen-sprout,brein-01,1005,1,500,60,104,35,12,70,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.508,0.75,0.4,163.094488,54.916,6886,2725,1333,0.108899,2,7,11,94,10,747,0,44,44,0.45,500,3,0.532,0.036679,0.426,0.043388,206.390977,0,0,10103.797679,2680.960556,198,45999,464764589,1,0,,,1,bernoulli,,,,,
2026-09-10T18:30:57.131Z,s8-geen-sprout,brein-01,1006,1,500,60,108,35,6,90,2,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.61,1,0.65,163.622951,62.746,6630,2846,1571,0.114007,2,0,11,104,4,664,0,48,49,0.55,500,3,0.683333,0.035575,0.548,0.043668,150.47122,0,0,10257.943814,2780.574868,70,16628,170569090,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:06.558Z,s8-geen-sprout,brein-01,1007,1,500,60,110,35,11,84,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.674,0.85,0.65,144.038576,62.548,6135,2919,1543,0.11509,2,2,11,106,4,636,0,50,53,0.55,500,3,0.699333,0.035537,0.61,0.042796,141.42612,0,0,10582.530998,2863.198758,55,12692,134313483,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:15.833Z,s8-geen-sprout,brein-01,1008,1,500,60,110,35,14,77,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.704,0.95,0.75,153.193182,63.112,6076,2872,1534,0.113526,2,8,11,106,4,733,0,50,51,0.65,500,3,0.705333,0.035467,0.66,0.041564,139.564272,0,0,10507.843391,2816.302517,63,13740,144377768,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:25.966Z,s8-geen-sprout,brein-01,1009,1,500,60,106,35,10,80,6,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.612,0.9,0.55,164.702614,48.98,6446,2781,1457,0.113564,2,5,11,104,2,693,0,46,51,0.7,500,3,0.605333,0.037112,0.548,0.043668,175.756608,0,0,10148.336472,2730.894286,75,17517,177768410,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:36.691Z,s8-geen-sprout,brein-01,1010,1,500,60,110,35,7,81,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.59,0.9,0.75,164.545763,58.342,6867,2822,1427,0.111294,2,7,11,103,7,717,0,50,48,0.7,500,3,0.605333,0.038292,0.572,0.043414,171.705947,0,0,10080.658466,2755.441405,120,27471,276925769,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:47.155Z,s8-geen-sprout,brein-01,1011,1,500,60,108,35,12,81,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.614,0.75,0.8,165.263844,57.296,6709,2832,1724,0.113676,2,2,11,106,2,724,0,48,50,0.45,500,3,0.653333,0.037391,0.456,0.043701,175.106122,0,0,10191.985599,2770.823703,72,17098,174262570,1,0,,,1,bernoulli,,,,,
2026-09-10T18:31:57.410Z,s8-geen-sprout,brein-01,1012,1,500,60,112,35,4,89,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.652,0.95,0.7,156.211656,58.47,6678,2865,1499,0.113409,2,5,11,108,4,704,0,52,53,0.6,500,3,0.666,0.035557,0.542,0.043716,153.14014,0,0,10393.204034,2806.970753,71,15705,163225269,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:07.318Z,s8-geen-sprout,brein-01,1013,1,500,60,104,35,11,77,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.634,0.8,0.6,163.394322,62.256,6399,2786,1568,0.113507,2,3,11,102,2,670,0,44,48,0.55,500,3,0.654,0.036443,0.562,0.043532,163.792049,0,0,10145.527855,2730.142315,71,15867,160979090,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:17.549Z,s8-geen-sprout,brein-01,1014,1,500,60,112,35,12,80,8,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.61,0.85,0.65,160.147541,60.778,6604,2832,1439,0.112293,2,7,11,110,2,728,0,52,51,0.55,500,3,0.674667,0.036335,0.506,0.043868,162.639328,0,0,10089.198742,2762.299981,73,16124,162678241,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:28.104Z,s8-geen-sprout,brein-01,1015,1,500,60,106,35,4,87,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,0,1,1,0,7,320,4,beleid,0.59,0.8,0.75,181.738983,49.818,6777,2776,1571,0.112127,2,2,11,105,1,661,0,46,48,0.65,500,3,0.594,0.03762,0.488,0.043858,182.952862,0,0,9967.443534,2715.810493,62,15376,153259412,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:35.340Z,s8-geen-groei,brein-01,1000,1,500,60,60,35,12,35,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.696,0.8,0.7,149.350575,64.746,4709,2287,1348,0.120182,2,1,11,58,2,657,300,0,5,0.7,500,3,0.694667,0.036212,0.59,0.043154,137.263916,0,0,9221.726718,2286.466363,62,14529,133982467,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:43.401Z,s8-geen-groei,brein-01,1001,1,500,60,60,35,10,36,4,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.644,0.85,0.7,157.63354,56.236,5228,2290,1196,0.116559,2,1,11,57,3,670,300,0,8,0.45,500,3,0.642,0.036348,0.492,0.043865,162.169263,0,0,9296.21456,2293.50719,64,14421,134060710,1,0,,,1,bernoulli,,,,,
2026-09-10T18:32:51.828Z,s8-geen-groei,brein-01,1002,1,500,60,60,35,8,37,5,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.578,0.5,0.6,163.422145,53.552,5406,2295,1081,0.116708,2,3,11,58,2,668,300,0,4,0.6,500,3,0.522,0.039388,0.508,0.043865,170.717752,0,0,9264.940592,2295.996286,58,13685,126790712,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:00.015Z,s8-geen-groei,brein-01,1003,1,500,60,60,35,5,35,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.6,0.9,0.7,168.456667,62.464,5316,2231,1091,0.116098,2,8,11,58,2,753,300,0,7,0.6,500,3,0.642,0.036629,0.454,0.043685,171.330218,0,0,9110.396832,2236.886126,64,14904,135781354,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:08.031Z,s8-geen-groei,brein-01,1004,1,500,60,60,35,9,39,2,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.63,0.95,0.7,163.634921,62.306,5175,2272,1101,0.11875,2,2,11,60,0,651,300,0,2,0.6,500,3,0.647333,0.037256,0.448,0.043633,153.675592,0,0,9151.963195,2271.695947,63,15704,143722430,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:16.530Z,s8-geen-groei,brein-01,1005,1,500,60,60,35,12,31,10,7,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.576,0.8,0.75,168.670139,49.036,5420,2238,1218,0.114378,2,8,8,58,2,739,300,0,2,0.55,500,3,0.558,0.037406,0.434,0.043487,181.039427,0,0,9136.384841,2243.707998,72,16522,150951350,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:24.515Z,s8-geen-groei,brein-01,1006,1,500,60,60,35,6,42,2,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.63,0.9,0.75,160.879365,58.186,5235,2297,1155,0.117405,2,0,11,58,2,649,300,0,1,0.6,500,3,0.656,0.036377,0.582,0.043277,162.945122,0,0,9243.164229,2296.219833,70,16673,154111277,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:31.722Z,s8-geen-groei,brein-01,1007,1,500,60,60,35,11,36,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.708,0.85,0.65,145.810734,64.186,4714,2354,1179,0.120634,2,2,11,59,1,601,300,0,5,0.45,500,3,0.704,0.03543,0.582,0.043277,130.176136,0,0,9451.699055,2352.126571,61,13523,127815326,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:38.941Z,s8-geen-groei,brein-01,1008,1,500,60,60,35,13,31,9,7,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.706,0.6,0.7,144.745042,68.992,4670,2300,1274,0.118595,2,7,8,58,2,702,300,0,0,0.6,500,3,0.729333,0.035007,0.634,0.042266,141.04936,0,0,9336.987904,2303.200656,62,13743,128318225,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:46.995Z,s8-geen-groei,brein-01,1009,1,500,60,60,35,10,34,6,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.644,0.85,0.7,172.375776,47.572,5259,2257,1263,0.118382,2,4,11,58,2,689,300,0,5,0.6,500,3,0.654667,0.035709,0.59,0.043154,171.467413,0,0,9143.861112,2259.501672,74,17799,162751584,1,0,,,1,bernoulli,,,,,
2026-09-10T18:33:54.883Z,s8-geen-groei,brein-01,1010,1,500,60,60,35,7,33,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.604,0.75,0.65,166.331126,60.314,5191,2186,922,0.118046,2,4,11,54,6,753,300,0,0,0.7,500,3,0.6,0.038268,0.556,0.043595,155.393333,0,0,8961.062346,2193.872348,74,17267,154730664,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:03.269Z,s8-geen-groei,brein-01,1011,1,500,60,60,35,12,35,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.618,0.95,0.7,167.576052,56.642,5506,2287,1473,0.118988,2,3,11,60,0,705,300,0,4,0.6,500,3,0.659333,0.036029,0.528,0.043802,165.519717,0,0,9256.703377,2288.821453,120,28310,262057273,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:11.347Z,s8-geen-groei,brein-01,1012,1,500,60,60,35,4,37,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.632,0.8,0.75,160.60443,53.996,5273,2242,1248,0.115729,2,5,11,56,4,691,300,0,1,0.55,500,3,0.658667,0.035381,0.45,0.043651,164.859312,0,0,9085.244849,2244.143818,69,15810,143637721,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:19.304Z,s8-geen-groei,brein-01,1013,1,500,60,60,35,11,35,4,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.638,0.85,0.8,163.460815,59.956,5214,2282,1103,0.117353,2,3,11,59,1,682,300,0,6,0.4,500,3,0.673333,0.034551,0.508,0.043865,161.106931,0,0,9237.996747,2284.056911,61,14503,133978667,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:27.072Z,s8-geen-groei,brein-01,1014,1,500,60,60,35,12,31,8,9,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.616,0.7,0.7,157.532468,63.272,5136,2233,1157,0.118637,2,7,10,59,1,690,300,0,1,0.7,500,3,0.672667,0.036409,0.57,0.043439,157.531219,0,0,9049.588905,2235.814223,75,16783,151879251,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:35.817Z,s8-geen-groei,brein-01,1015,1,500,60,60,35,4,43,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,0,1,0,7,320,4,beleid,0.526,0.8,0.7,177.969582,54.828,5627,2221,1027,0.113067,2,2,11,59,1,688,300,0,4,0.6,500,3,0.594667,0.036499,0.39,0.042796,202.591928,0,0,8996.680544,2222.987348,71,17122,154041164,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:45.004Z,s8-geen-hertypering,brein-01,1000,1,500,60,104,35,12,40,3,5,44,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.688,0.95,0.75,155.575581,54.684,5823,2915,1513,0.110176,2,1,6,97,7,816,300,44,0,0.6,500,3,0.683333,0.036804,0.564,0.04351,142.190244,0,0,10311.470311,2845.303602,56,13390,138070587,1,0,,,1,bernoulli,,,,,
2026-09-10T18:34:55.205Z,s8-geen-hertypering,brein-01,1001,1,500,60,110,35,10,44,4,2,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.616,0.75,0.75,157.074675,58.68,6302,3034,1551,0.10615,2,3,3,109,1,818,300,50,0,0.35,500,3,0.634667,0.036796,0.364,0.042217,154.512605,0,0,10563.325017,2956.078561,61,14258,150611888,1,0,,,1,bernoulli,,,,,
2026-09-10T18:35:05.847Z,s8-geen-hertypering,brein-01,1002,1,500,60,110,35,8,41,5,6,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.604,0.6,0.7,168.07947,50.868,6585,3051,1521,0.10614,2,3,7,105,5,808,300,50,0,0.45,500,3,0.604667,0.037585,0.466,0.043769,172.830209,0,0,10547.913372,2962.960824,200,46785,493484127,1,0,,,1,bernoulli,,,,,
2026-09-10T18:35:16.411Z,s8-geen-hertypering,brein-01,1003,1,500,60,112,35,5,42,10,3,52,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.582,0.85,0.75,165.261168,62.136,6634,2945,1529,0.104484,2,8,4,106,6,968,300,52,0,0.65,500,3,0.610667,0.037589,0.474,0.043811,169.335153,0,0,10376.217063,2870.85505,63,14803,153599141,1,0,,,1,bernoulli,,,,,
2026-09-10T18:35:27.180Z,s8-geen-hertypering,brein-01,1004,1,500,60,108,35,9,41,2,8,48,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.596,0.95,0.7,166.59396,57.544,6548,2954,1287,0.108507,2,2,9,102,6,831,300,48,0,0.55,500,3,0.638,0.037071,0.39,0.042796,164.122257,0,0,10461.219915,2884.689591,58,14477,151447081,1,0,,,1,bernoulli,,,,,
2026-09-10T18:35:38.774Z,s8-geen-hertypering,brein-01,1005,1,500,60,110,35,12,33,10,5,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.584,0.8,0.6,164.455479,50.704,7370,2983,1551,0.105014,2,7,6,105,5,892,300,50,0,0.6,500,3,0.647333,0.036326,0.572,0.043414,174.69207,0,0,10554.790707,2905.550037,55,13022,137444485,1,0,,,1,bernoulli,,,,,
2026-09-10T18:35:50.162Z,s8-geen-hertypering,brein-01,1006,1,500,60,116,35,6,43,2,9,56,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.606,0.85,0.7,167.293729,61.21,7198,3075,1441,0.106764,2,0,10,108,8,878,300,56,0,0.5,500,3,0.664,0.035484,0.538,0.043744,168.528112,0,0,10695.105478,2984.216895,71,17021,182041390,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:00.294Z,s8-geen-hertypering,brein-01,1007,1,500,60,110,35,11,41,3,5,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.69,0.65,0.6,143.623188,62.558,6312,3035,1670,0.110753,2,3,6,109,1,815,300,50,0,0.45,500,3,0.687333,0.036881,0.504,0.043869,136.340446,0,0,10804.756813,2969.821905,40,9010,97350859,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:10.807Z,s8-geen-hertypering,brein-01,1008,1,500,60,110,35,13,31,9,7,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.688,0.75,0.75,148.93314,60.746,6728,3013,1536,0.109561,2,5,8,103,7,889,300,50,0,0.65,500,3,0.728,0.034731,0.584,0.043247,145.293956,0,0,10690.405979,2938.942626,62,13610,145496425,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:21.877Z,s8-geen-hertypering,brein-01,1009,1,500,60,112,35,10,39,6,5,52,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.632,0.95,0.55,168.132911,47.124,6803,2985,1507,0.107853,2,5,6,104,8,892,300,52,0,0.45,500,3,0.622667,0.037802,0.474,0.043811,174.852248,0,0,10522.380823,2912.300157,72,16633,175018760,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:31.567Z,s8-geen-hertypering,brein-01,1010,1,500,60,100,35,7,33,10,10,40,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.63,0.95,0.8,154.04127,61.322,6228,2834,1362,0.111702,2,7,11,97,3,825,300,40,0,0.65,500,3,0.705333,0.035515,0.622,0.042545,143.697543,0,0,10046.829034,2758.399044,118,26394,265176006,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:43.635Z,s8-geen-hertypering,brein-01,1011,1,500,60,114,35,12,39,3,6,54,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.552,0.7,0.7,175.01087,54.9,7419,3023,1765,0.107998,2,3,7,113,1,937,300,54,0,0.45,500,3,0.561333,0.038,0.444,0.043595,188.211401,0,0,10493.684822,2938.730654,72,17164,180113606,1,0,,,1,bernoulli,,,,,
2026-09-10T18:36:54.115Z,s8-geen-hertypering,brein-01,1012,1,500,60,114,35,4,38,9,9,54,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.648,0.9,0.65,150.185185,57.898,6554,3028,1591,0.109396,2,6,10,109,5,876,300,54,0,0.45,500,3,0.686,0.035177,0.43,0.043439,148.887269,0,0,10605.16466,2948.815214,119,26638,282500376,1,0,,,1,bernoulli,,,,,
2026-09-10T18:37:05.122Z,s8-geen-hertypering,brein-01,1013,1,500,60,110,35,11,41,4,4,50,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,0,0,7,320,4,beleid,0.628,0.85,0.65,161.955414,59.304,6629,3019,1472,0.107835,2,3,5,105,5,839,300,50,0,0.45,500,3,0.65,0.037036,0.49,0.043862,154.337436,0,0,10716.710856,2947.436031,69,16366,175389690,1,0,,,1,bernoulli,,,,,
