tijdstip,conditie,brein,breinZaad,wereldZaad,pogingen,neuronenStart,neuronenEind,dichtheid,sens,work,refl,mem,neut,lr,lam,decay,wmax,stepMax,memLeak,prop,noise0,lrAnneal,traceOud,structOn,structEvery,pruneT,sprout,growOn,retypeOn,inputOnlySens,obstakels,maxSteps,worldEvery,toetsModus,succesPct,succes20,toetsPct,gemStappenBijSucces,botsingenPerPoging,rekentijdMs,verbindingen,actieveVerbindingen,gemAbsW,kortstePad,reflexbogen,lussen,meedoendeNeuronen,losgeraakt,gesnoeid,bijgegroeid,nieuweNeuronen,typeVeranderingen,toetsStreng,benchWerelden,benchHerhalingen,benchBeleid,benchBeleidCI,benchStreng,benchStrengCI,benchStappen,gradExact,terugkoppeling,kbLeerStap,kbInfStap,pogingenTot80,stappenTot80,kbTot80,perturbGain,criticus,criticusLr,criticusGamma,perturbFrac,beleidsvorm,goalHide,goalBlink,memHorizon,memCos,memCosBlind
2026-09-08T15:25:00.202Z,standaard,brein-01,1000,1,500,60,116,35,12,89,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.688,0.8,0.7,152.084302,58.62,13147,3070,1482,0.110643,2,1,11,111,5,882,300,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:25:14.029Z,standaard,brein-01,1001,1,500,60,110,35,10,86,4,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.668,0.9,0.7,152.347305,60.8,13293,3028,1315,0.109606,2,1,11,100,10,832,300,50,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:25:28.531Z,standaard,brein-01,1002,1,500,60,108,35,8,83,5,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.592,0.65,0.6,165.195946,48.288,13992,2972,1201,0.108283,2,3,11,103,5,855,300,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:25:42.281Z,standaard,brein-01,1003,1,500,60,112,35,5,85,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.61,0.85,0.75,162.019672,60.65,13307,2978,1299,0.10712,2,6,11,105,7,942,300,52,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:25:55.892Z,standaard,brein-01,1004,1,500,60,110,35,9,87,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.614,0.9,0.6,162.820847,59.168,13106,2979,1114,0.109538,2,2,12,94,16,844,300,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:26:09.417Z,standaard,brein-01,1005,1,500,60,106,35,12,74,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.626,0.95,0.75,167.182109,45.978,13155,2923,1569,0.108466,2,7,11,102,4,885,300,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:26:23.578Z,standaard,brein-01,1006,1,500,60,112,35,6,92,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.622,1,0.65,168.456592,57.328,13822,2997,1573,0.110213,2,0,11,110,2,885,300,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:26:36.712Z,standaard,brein-01,1007,1,500,60,116,35,11,90,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.698,0.8,0.7,145.613181,63.644,12775,3124,1708,0.111853,2,3,11,113,3,839,300,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:26:49.408Z,standaard,brein-01,1008,1,500,60,110,35,13,78,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.684,0.8,0.65,146.900585,58.256,12266,3032,1487,0.109916,2,6,11,107,3,873,300,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:27:02.823Z,standaard,brein-01,1009,1,500,60,110,35,10,82,6,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.658,0.9,0.65,160.449848,55.774,13062,2968,1526,0.111192,2,4,11,105,5,878,300,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:27:16.314Z,standaard,brein-01,1010,1,500,60,112,35,7,83,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.606,0.95,0.75,158.534653,57.966,13104,2958,1284,0.109894,2,5,11,99,13,917,300,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-08T15:27:31.120Z,standaard,brein-01,1011,1,500,60,114,35,12,87,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.524,0.7,0.7,172.564885,59.89,14450,2984,1707,0.109213,2,1,11,110,4,980,300,54,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:20:22.475Z,trace-oud,brein-01,1000,1,500,60,116,35,12,89,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.688,0.8,0.7,152.084302,58.62,12917,3070,1482,0.110643,2,1,11,111,5,882,300,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:20:35.879Z,trace-oud,brein-01,1001,1,500,60,110,35,10,86,4,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.668,0.9,0.7,152.347305,60.8,12810,3028,1315,0.109606,2,1,11,100,10,832,300,50,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:20:50.098Z,trace-oud,brein-01,1002,1,500,60,108,35,8,83,5,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.592,0.65,0.6,165.195946,48.288,13711,2972,1201,0.108283,2,3,11,103,5,855,300,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:21:03.500Z,trace-oud,brein-01,1003,1,500,60,112,35,5,85,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.61,0.85,0.75,162.019672,60.65,13040,2978,1299,0.10712,2,6,11,105,7,942,300,52,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:21:16.919Z,trace-oud,brein-01,1004,1,500,60,110,35,9,87,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.614,0.9,0.6,162.820847,59.168,13046,2979,1114,0.109538,2,2,12,94,16,844,300,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:21:30.158Z,trace-oud,brein-01,1005,1,500,60,106,35,12,74,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.626,0.95,0.75,167.182109,45.978,12847,2923,1569,0.108466,2,7,11,102,4,885,300,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:21:44.021Z,trace-oud,brein-01,1006,1,500,60,112,35,6,92,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.622,1,0.65,168.456592,57.328,13534,2997,1573,0.110213,2,0,11,110,2,885,300,52,51,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:21:56.800Z,trace-oud,brein-01,1007,1,500,60,116,35,11,90,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.698,0.8,0.7,145.613181,63.644,12418,3124,1708,0.111853,2,3,11,113,3,839,300,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:22:09.305Z,trace-oud,brein-01,1008,1,500,60,110,35,13,78,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.684,0.8,0.65,146.900585,58.256,12172,3032,1487,0.109916,2,6,11,107,3,873,300,50,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:22:22.470Z,trace-oud,brein-01,1009,1,500,60,110,35,10,82,6,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.658,0.9,0.65,160.449848,55.774,12832,2968,1526,0.111192,2,4,11,105,5,878,300,50,53,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:22:36.011Z,trace-oud,brein-01,1010,1,500,60,112,35,7,83,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.606,0.95,0.75,158.534653,57.966,13049,2958,1284,0.109894,2,5,11,99,13,917,300,52,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:22:50.635Z,trace-oud,brein-01,1011,1,500,60,114,35,12,87,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,1,1,10,0.03,6,1,1,0,7,320,4,beleid,0.524,0.7,0.7,172.564885,59.89,14265,2984,1707,0.109213,2,1,11,110,4,980,300,54,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:23:03.111Z,trace-nieuw,brein-01,1000,1,500,60,112,35,12,87,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.69,1,0.7,153.631884,61.296,12165,3003,1547,0.112182,2,0,11,108,4,877,300,52,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:23:16.307Z,trace-nieuw,brein-01,1001,1,500,60,112,35,10,86,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.64,0.8,0.75,159.4375,52.318,12874,3016,1493,0.109925,2,2,11,106,6,880,300,52,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:23:29.945Z,trace-nieuw,brein-01,1002,1,500,60,108,35,8,83,5,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.608,0.7,0.55,163.220395,53.6,13268,2944,1416,0.109555,2,4,11,104,4,883,300,48,50,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:23:43.295Z,trace-nieuw,brein-01,1003,1,500,60,106,35,5,81,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.604,1,0.65,160.970199,62.134,13013,2905,1245,0.10801,2,7,11,97,9,907,300,46,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:23:56.945Z,trace-nieuw,brein-01,1004,1,500,60,108,35,9,85,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.614,1,0.65,168.501629,62.382,13353,2994,1153,0.108419,2,2,11,88,20,793,300,48,48,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:24:10.525Z,trace-nieuw,brein-01,1005,1,500,60,112,35,12,78,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.612,0.95,0.8,156.879085,48.144,13236,3003,1434,0.108859,2,8,11,106,6,913,300,52,52,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:24:24.466Z,trace-nieuw,brein-01,1006,1,500,60,108,35,6,88,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.622,0.8,0.7,170.045016,60.592,13603,2940,1532,0.110057,2,0,11,105,3,870,300,48,47,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:24:37.049Z,trace-nieuw,brein-01,1007,1,500,60,116,35,11,90,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.7,0.95,0.6,145.057143,61.138,12241,3157,1711,0.110826,2,3,11,115,1,806,300,56,59,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:24:49.909Z,trace-nieuw,brein-01,1008,1,500,60,116,35,13,84,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.672,0.9,0.75,146.28869,63.842,12520,3084,1570,0.109656,2,8,11,115,1,929,300,56,56,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:25:03.874Z,trace-nieuw,brein-01,1009,1,500,60,114,35,10,86,6,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.598,0.8,0.65,168.307692,48.956,13604,3018,1132,0.109703,2,4,11,99,15,900,300,54,57,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:25:16.516Z,trace-nieuw,brein-01,1010,1,500,60,108,35,7,79,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.626,0.95,0.75,157.527157,66.586,12345,2910,1426,0.111697,2,4,11,98,10,893,300,48,46,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T05:25:29.912Z,trace-nieuw,brein-01,1011,1,500,60,112,35,12,85,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.632,0.85,0.6,164.943038,61.038,13091,3036,1690,0.11078,2,3,11,112,0,892,300,52,54,,,,,,,,,,,,,,,,,,,,,,,,,,
2026-09-09T14:10:48.989Z,benchmark-standaard,brein-01,1000,1,500,60,112,35,12,87,3,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.69,1,0.7,153.631884,61.296,6434,3003,1547,0.112182,2,0,11,108,4,877,300,52,57,0.6,500,3,0.698,0.036167,0.582,0.043277,137.851958,,,,,56,13675,,,,,,,,,,,,
2026-09-09T14:11:00.042Z,benchmark-standaard,brein-01,1001,1,500,60,112,35,10,86,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.64,0.8,0.75,159.4375,52.318,6808,3016,1493,0.109925,2,2,11,106,6,880,300,52,56,0.55,500,3,0.604667,0.037265,0.486,0.043854,162.961411,,,,,63,14145,,,,,,,,,,,,
2026-09-09T14:11:11.286Z,benchmark-standaard,brein-01,1002,1,500,60,108,35,8,83,5,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.608,0.7,0.55,163.220395,53.6,6969,2944,1416,0.109555,2,4,11,104,4,883,300,48,50,0.55,500,3,0.575333,0.038434,0.488,0.043858,170.581692,,,,,120,27670,,,,,,,,,,,,
2026-09-09T14:11:22.217Z,benchmark-standaard,brein-01,1003,1,500,60,106,35,5,81,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.604,1,0.65,160.970199,62.134,6847,2905,1245,0.10801,2,7,11,97,9,907,300,46,52,0.55,500,3,0.625333,0.037689,0.488,0.043858,161.977612,,,,,64,15214,,,,,,,,,,,,
2026-09-09T14:11:33.321Z,benchmark-standaard,brein-01,1004,1,500,60,108,35,9,85,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.614,1,0.65,168.501629,62.382,6926,2994,1153,0.108419,2,2,11,88,20,793,300,48,48,0.6,500,3,0.644667,0.037382,0.458,0.043716,158.37332,,,,,71,16843,,,,,,,,,,,,
2026-09-09T14:11:44.373Z,benchmark-standaard,brein-01,1005,1,500,60,112,35,12,78,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.612,0.95,0.8,156.879085,48.144,6905,3003,1434,0.108859,2,8,11,106,6,913,300,52,52,0.65,500,3,0.687333,0.034976,0.554,0.043614,160.373424,,,,,73,15914,,,,,,,,,,,,
2026-09-09T14:11:55.788Z,benchmark-standaard,brein-01,1006,1,500,60,108,35,6,88,2,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.622,0.8,0.7,170.045016,60.592,7232,2940,1532,0.110057,2,0,11,105,3,870,300,48,47,0.5,500,3,0.67,0.035986,0.472,0.043802,163.333333,,,,,120,28934,,,,,,,,,,,,
2026-09-09T14:12:06.247Z,benchmark-standaard,brein-01,1007,1,500,60,116,35,11,90,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.7,0.95,0.6,145.057143,61.138,6569,3157,1711,0.110826,2,3,11,115,1,806,300,56,59,0.55,500,3,0.685333,0.036116,0.592,0.043122,135.087549,,,,,40,9157,,,,,,,,,,,,
2026-09-09T14:12:16.863Z,benchmark-standaard,brein-01,1008,1,500,60,116,35,13,84,9,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.672,0.9,0.75,146.28869,63.842,6846,3084,1570,0.109656,2,8,11,115,1,929,300,56,56,0.6,500,3,0.712,0.034624,0.624,0.0425,138.565543,,,,,71,15207,,,,,,,,,,,,
2026-09-09T14:12:28.556Z,benchmark-standaard,brein-01,1009,1,500,60,114,35,10,86,6,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.598,0.8,0.65,168.307692,48.956,7318,3018,1132,0.109703,2,4,11,99,15,900,300,54,57,0.5,500,3,0.608,0.036914,0.516,0.043848,176.953947,,,,,74,16875,,,,,,,,,,,,
2026-09-09T14:12:38.742Z,benchmark-standaard,brein-01,1010,1,500,60,108,35,7,79,10,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.626,0.95,0.75,157.527157,66.586,6579,2910,1426,0.111697,2,4,11,98,10,893,300,48,46,0.65,500,3,0.717333,0.03501,0.638,0.042167,144.642193,,,,,117,27113,,,,,,,,,,,,
2026-09-09T14:12:49.702Z,benchmark-standaard,brein-01,1011,1,500,60,112,35,12,85,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.632,0.85,0.6,164.943038,61.038,6857,3036,1690,0.11078,2,3,11,112,0,892,300,52,54,0.45,500,3,0.644667,0.036408,0.526,0.043811,162.191313,,,,,115,27000,,,,,,,,,,,,
2026-09-09T14:13:00.836Z,benchmark-standaard,brein-01,1012,1,500,60,108,35,4,83,9,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.648,0.8,0.6,160.194444,53.29,6842,2924,1173,0.109282,2,3,11,91,17,873,300,48,47,0.65,500,3,0.663333,0.035363,0.44,0.043554,167.937688,,,,,70,16080,,,,,,,,,,,,
2026-09-09T14:13:12.564Z,benchmark-standaard,brein-01,1013,1,500,60,116,35,11,89,4,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.642,0.75,0.65,159.442368,64.944,7405,3098,1632,0.109181,2,3,11,115,1,874,300,56,60,0.55,500,3,0.646,0.036461,0.552,0.043633,155.98968,,,,,59,14101,,,,,,,,,,,,
2026-09-09T14:13:24.200Z,benchmark-standaard,brein-01,1014,1,500,60,110,35,12,78,8,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.606,0.85,0.75,160.993399,65.846,7381,2966,1476,0.10959,2,7,11,106,4,858,300,50,49,0.55,500,3,0.658667,0.03567,0.456,0.043701,167.646761,,,,,71,16848,,,,,,,,,,,,
2026-09-09T14:13:35.855Z,benchmark-standaard,brein-01,1015,1,500,60,112,35,4,93,3,10,2,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,1,10,0.03,6,1,1,0,7,320,4,beleid,0.568,0.85,0.75,180.426056,52.234,7399,2934,1502,0.108805,2,1,11,107,5,911,300,52,54,0.7,500,3,0.620667,0.037305,0.5,0.043871,177.546724,,,,,71,17813,,,,,,,,,,,,
2026-09-09T14:51:04.356Z,ang-vast,brein-01,1000,1,500,60,60,35,12,40,3,5,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.686,0.95,0.8,149.026239,62.492,5482,2639,1281,0.10566,2,2,6,59,1,0,0,0,0,0.7,500,3,0.684667,0.036706,0.528,0.043802,137.093476,,,,,63,14508,,,,,,,,,,,,
2026-09-09T14:51:13.789Z,ang-vast,brein-01,1001,1,500,60,60,35,10,44,4,2,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.656,0.9,0.8,152.469512,62.416,5793,2652,1270,0.102155,2,3,3,59,1,0,0,0,0,0.45,500,3,0.664667,0.035939,0.428,0.043414,155.91675,,,,,48,10953,,,,,,,,,,,,
2026-09-09T14:51:23.451Z,ang-vast,brein-01,1002,1,500,60,60,35,8,41,5,6,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.626,0.65,0.75,161.552716,56.534,6043,2659,1159,0.10306,2,4,7,59,1,0,0,0,0,0.45,500,3,0.651333,0.036808,0.444,0.043595,159.321392,,,,,56,13751,,,,,,,,,,,,
2026-09-09T14:51:32.950Z,ang-vast,brein-01,1003,1,500,60,60,35,5,42,10,3,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.62,1,0.7,156.058065,65.902,6007,2677,1258,0.098148,2,10,4,60,0,0,0,0,0,0.65,500,3,0.646667,0.036907,0.502,0.04387,150.337113,,,,,64,14507,,,,,,,,,,,,
2026-09-09T14:51:42.233Z,ang-vast,brein-01,1004,1,500,60,60,35,9,41,2,8,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.63,1,0.6,157.555556,61.928,5818,2621,1132,0.104998,2,2,9,60,0,0,0,0,0,0.5,500,3,0.669333,0.036855,0.404,0.043055,148.224104,,,,,72,17135,,,,,,,,,,,,
2026-09-09T14:51:51.515Z,ang-vast,brein-01,1005,1,500,60,60,35,12,33,10,5,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.648,1,0.8,155.395062,54.772,5830,2675,1357,0.102366,2,8,6,58,2,0,0,0,0,0.65,500,3,0.703333,0.034679,0.492,0.043865,154.228436,,,,,49,11258,,,,,,,,,,,,
2026-09-09T14:52:00.972Z,ang-vast,brein-01,1006,1,500,60,60,35,6,43,2,9,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.644,0.9,0.7,162.838509,58.684,5995,2645,1238,0.103472,2,1,10,59,1,0,0,0,0,0.6,500,3,0.682,0.036435,0.572,0.043414,167.044966,,,,,75,17023,,,,,,,,,,,,
2026-09-09T14:52:09.275Z,ang-vast,brein-01,1007,1,500,60,60,35,11,41,3,5,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.71,0.85,0.75,135.557746,65.162,5139,2650,1445,0.109476,2,2,6,59,1,0,0,0,0,0.4,500,3,0.705333,0.035707,0.524,0.04382,123.958412,,,,,40,9165,,,,,,,,,,,,
2026-09-09T14:52:18.079Z,ang-vast,brein-01,1008,1,500,60,60,35,13,31,9,7,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.69,0.9,0.75,145.631884,66.51,5522,2702,1292,0.10259,2,8,8,59,1,0,0,0,0,0.55,500,3,0.710667,0.036089,0.56,0.043554,143.065666,,,,,47,10656,,,,,,,,,,,,
2026-09-09T14:52:27.430Z,ang-vast,brein-01,1009,1,500,60,60,35,10,39,6,5,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.644,1,0.75,160.208075,56.97,5837,2641,1300,0.103487,2,5,6,59,1,0,0,0,0,0.55,500,3,0.664,0.035193,0.54,0.04373,161.238956,,,,,58,14293,,,,,,,,,,,,
2026-09-09T14:52:36.773Z,ang-vast,brein-01,1010,1,500,60,60,35,7,33,10,10,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.626,0.9,0.75,154.338658,62.69,5864,2639,1225,0.102657,2,6,11,56,4,0,0,0,0,0.5,500,3,0.669333,0.036669,0.478,0.043828,154.646414,,,,,61,14579,,,,,,,,,,,,
2026-09-09T14:52:46.672Z,ang-vast,brein-01,1011,1,500,60,60,35,12,39,3,6,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.602,0.85,0.75,163.186047,63.218,6259,2688,1485,0.101783,2,2,7,59,1,0,0,0,0,0.65,500,3,0.651333,0.03601,0.554,0.043614,166.215967,,,,,71,17717,,,,,,,,,,,,
2026-09-09T14:52:55.856Z,ang-vast,brein-01,1012,1,500,60,60,35,4,38,9,9,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.638,0.95,0.5,152.39185,57.044,5829,2632,1190,0.101644,2,5,10,56,4,0,0,0,0,0.35,500,3,0.722667,0.034205,0.58,0.043306,161.000923,,,,,61,13889,,,,,,,,,,,,
2026-09-09T14:53:05.392Z,ang-vast,brein-01,1013,1,500,60,60,35,11,41,4,4,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.65,0.85,0.7,161.593846,61.508,6033,2658,1261,0.101356,2,3,5,59,1,0,0,0,0,0.45,500,3,0.658667,0.036523,0.474,0.043811,153.593117,,,,,61,14827,,,,,,,,,,,,
2026-09-09T14:53:14.452Z,ang-vast,brein-01,1014,1,500,60,60,35,12,32,8,8,0,0.008,0.6,0.0001,2,0.1,0.15,1,0.3,1,0,0,10,0.03,6,0,0,0,7,320,4,beleid,0.648,0.9,0.8,152.904321,64.706,5747,2622,1266,0.1041,2,6,9,58,2,0,0,0,0,0.6,500,3,0.689333,0.035717,0.534,0.043769,153.756286,,,,,61,14063,,,,,,,,,,,,
